address,metro_stations,total_info,price,price_per_meter,developer,additional_flat_info,bti_house_data
"Москва, ЗАО, р-н Очаково-Матвеевское, Аминьевское ш.На карте",Аминьевское шоссе откроется в 2021 ⋅ 10 мин. пешкомМичуринский проспект ⋅ 5 мин. на транспортеРаменки ⋅ 4 мин. на транспорте,"38,71 м²
Общая
23,9 м²
Жилая
5,9 м²
Кухня
16 из 29
Этаж
2 кв. 2022
Срок сдачи",11 051 705 ₽,N_A,ИНТЕКО,"Тип жилья
Новостройка
Площадь комнат
13.7-10.2 м²
Высота потолков
2,95 м
Санузел
1 совмещенный
Вид из окон
Во двор",N_A
"Москва, СВАО, р-н Лосиноостровский, Янтарный проездНа карте",Бабушкинская ⋅ 20 мин. пешкомМедведково ⋅ 6 мин. на транспортеСвиблово ⋅ 6 мин. на транспорте,"49,1 м²
Общая
14,5 м²
Жилая
17,5 м²
Кухня
16 из 22
Этаж
3 кв. 2021
Срок сдачи",11 214 440 ₽,N_A,Мангазея Девелопмент,"Тип жилья
Новостройка
Площадь комнат
14.52 м²
Санузел
1 раздельный
Балкон/лоджия
1 лоджия
Отделка
Черновая",N_A
"Москва, ЗАО, р-н Крылатское, Рублевское ш., 70к7На карте",Крылатское ⋅ 7 мин. на транспортеМолодежная ⋅ 10 мин. на транспортеКунцевская ⋅ 9 мин. на транспорте,"59,4 м²
Общая
22,4 м²
Жилая
13,5 м²
Кухня
15 из 24
Этаж",11 481 070 ₽,N_A,Азбука Жилья Центр,"Тип жилья
Вторичка
Площадь комнат
22.4 м²
Высота потолков
2,9 м
Санузел
1 раздельный
Балкон/лоджия
1 лоджия
Ремонт
Без ремонта
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2017
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
3
Лифты
1 пасс., 1 груз.
Отопление
Индивидуальный тепловой пункт
Аварийность
Нет"
"Москва, ЗАО, р-н Крылатское, Рублевское ш., 70к7",Крылатское ⋅ 5 мин. на транспортеМолодежная ⋅ 6 мин. на транспортеКунцевская ⋅ 9 мин. на транспорте,"59,4 м²
Общая
22,3 м²
Жилая
13,5 м²
Кухня
15 из 23
Этаж",11 481 070 ₽,N_A,ССК Риэлти,N_A,N_A
"Москва, ЮАО, р-н Нагорный, Электролитный проездНа карте",Нагорная ⋅ 7 мин. пешкомНагатинская ⋅ 20 мин. пешкомНахимовский проспект ⋅ 3 мин. на транспорте,"41,31 м²
Общая
14 м²
Жилая
12,9 м²
Кухня
3 из 26
Этаж
1 кв. 2023
Срок сдачи",11 977 008 ₽,N_A,Инград,"Тип жилья
Новостройка
Площадь комнат
14.02 м²
Санузел
1 совмещенный
Балкон/лоджия
1 лоджия
Отделка
Нет",N_A
"Москва, ЗАО, р-н Крылатское, Рублевское ш., 70к7На карте",Крылатское ⋅ 7 мин. на транспортеМолодежная ⋅ 10 мин. на транспортеКунцевская ⋅ 9 мин. на транспорте,"56,6 м²
Общая
21,8 м²
Жилая
13,2 м²
Кухня
21 из 24
Этаж",12 881 541 ₽,N_A,Азбука Жилья Центр,"Тип жилья
Вторичка
Площадь комнат
21.8 м²
Высота потолков
2,9 м
Санузел
1 раздельный
Балкон/лоджия
1 балкон
Ремонт
Без ремонта
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2017
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
3
Лифты
1 пасс., 1 груз.
Отопление
Индивидуальный тепловой пункт
Аварийность
Нет"
"Москва, ЮВАО, р-н Рязанский, Рязанский просп., с26к2На карте",Окская ⋅ 5 мин. пешкомРязанский проспект ⋅ 15 мин. пешкомКузьминки ⋅ 4 мин. на транспорте,"50,3 м²
Общая
21,2 м²
Жилая
19,3 м²
Кухня
23 из 30
Этаж
3 кв. 2021
Срок сдачи",12 575 000 ₽,N_A,Главстрой,"Тип жилья
Новостройка
Площадь комнат
11.2-10 м²
Высота потолков
2,7 м
Санузел
1 раздельный
Вид из окон
На улицу
Отделка
Чистовая",N_A
"Москва, ЗАО, р-н Крылатское, Рублевское ш., 70к7На карте",Крылатское ⋅ 7 мин. на транспортеМолодежная ⋅ 10 мин. на транспортеКунцевская ⋅ 9 мин. на транспорте,"58,6 м²
Общая
21,8 м²
Жилая
13,2 м²
Кухня
24 из 24
Этаж",13 187 478 ₽,N_A,Азбука Жилья Центр,"Тип жилья
Вторичка
Площадь комнат
21.8 м²
Высота потолков
2,9 м
Санузел
1 раздельный
Балкон/лоджия
1 лоджия
Ремонт
Без ремонта
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2017
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
3
Лифты
1 пасс., 1 груз.
Отопление
Индивидуальный тепловой пункт
Аварийность
Нет"
"Москва, ЗАО, р-н Крылатское, Рублевское ш., 70к7На карте",Крылатское ⋅ 5 мин. на транспортеМолодежная ⋅ 6 мин. на транспортеКунцевская ⋅ 9 мин. на транспорте,"58,6 м²
Общая
21,8 м²
Жилая
13,2 м²
Кухня
24 из 24
Этаж",13 187 479 ₽,N_A,ССК Риэлти,"Тип жилья
Вторичка
Площадь комнат
21.8 м²
Санузел
1 раздельный
Балкон/лоджия
1 балкон
Ремонт
Без ремонта
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2017
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
3
Лифты
1 пасс., 1 груз.
Отопление
Индивидуальный тепловой пункт
Аварийность
Нет"
"Москва, САО, р-н Головинский, Кронштадтский бул., 9На карте",Водный стадион ⋅ 5 мин. пешкомРечной вокзал ⋅ 5 мин. на транспортеБалтийская ⋅ 3 мин. на транспорте,"57,3 м²
Общая
24,8 м²
Жилая
20,2 м²
Кухня
9 из 21
Этаж
4 кв. 2022
Срок сдачи",13 270 680 ₽,N_A,ПИК,"Тип жилья
Новостройка
Площадь комнат
14.5-10.3 м²
Высота потолков
2,8 м
Санузел
2 совмещенных
Отделка
Чистовая",N_A
"Москва, ЮАО, р-н Нагорный, Электролитный проездНа карте",Нагорная ⋅ 7 мин. пешкомНагатинская ⋅ 20 мин. пешкомНахимовский проспект ⋅ 3 мин. на транспорте,"41,88 м²
Общая
18,2 м²
Жилая
10,1 м²
Кухня
14 из 26
Этаж
1 кв. 2023
Срок сдачи",14 190 535 ₽,N_A,Инград,"Тип жилья
Новостройка
Площадь комнат
18.21 м²
Санузел
1 совмещенный
Балкон/лоджия
1 лоджия
Отделка
Чистовая",N_A
"Москва, СВАО, р-н Ростокино, ул. Вильгельма Пика, вл3На карте",Улица Сергея Эйзенштейна ⋅ 12 мин. пешкомБотанический сад ⋅ 16 мин. пешкомВыставочный центр ⋅ 20 мин. пешком,"48,7 м²
Общая
26,1 м²
Жилая
10,3 м²
Кухня
2 из 38
Этаж
4 кв. 2023
Срок сдачи",14 468 770 ₽,N_A,ФСК,"Тип жилья
Новостройка
Площадь комнат
26.10 м²
Отделка
Чистовая",N_A
"Москва, ЮВАО, р-н Лефортово, Лефортово Парк жилой комплекс, к12На карте",Авиамоторная ⋅ 11 мин. пешкомМосква-Товарная ⋅ 4 мин. на транспортеЛефортово ⋅ 4 мин. на транспорте,"53,1 м²
Общая
26,6 м²
Жилая
2 из 23
Этаж
4 кв. 2020
Срок сдачи",15 006 060 ₽,N_A,ПИК,"Тип жилья
Новостройка
Площадь комнат
12.5-14.1 м²
Высота потолков
2,85 м
Санузел
1 совмещенный
Балкон/лоджия
1 балкон
Вид из окон
На улицу
Отделка
Чистовая",N_A
"Москва, СВАО, р-н Лосиноостровский, Янтарный проездНа карте",Бабушкинская ⋅ 20 мин. пешкомМедведково ⋅ 6 мин. на транспортеСвиблово ⋅ 6 мин. на транспорте,"68,8 м²
Общая
36,8 м²
Жилая
15,9 м²
Кухня
13 из 22
Этаж
3 кв. 2021
Срок сдачи",15 172 336 ₽,N_A,Мангазея Девелопмент,"Тип жилья
Новостройка
Площадь комнат
20.18-16.65 м²
Санузел
1 совмещенный, 1 раздельный
Балкон/лоджия
1 лоджия
Отделка
Черновая",N_A
